layer,n,mean_dist,mean_cosine,layer_weight_raw,layer_weight_softmax
6,195,13.04351907387758,0.808339538024022,0.8462337255477905,0.2247682362794876
7,195,12.476641921508007,0.8294444781083327,0.8913955092430115,0.23515187203884125
8,195,13.33392434486976,0.8232209648841466,0.914348304271698,0.24061168730258942
9,195,14.926375922178611,0.7459712542020358,1.1331721544265747,0.2994682192802429
