layer,n,mean_dist,mean_cosine,layer_weight_raw,layer_weight_softmax
6,188,12.884372382761633,0.8051263385630668,0.850406289100647,0.2253117710351944
7,188,12.484923078054363,0.8255705763684943,0.8929938673973083,0.23511449992656708
8,188,13.330249910203225,0.8204940620889055,0.9195480942726135,0.24144142866134644
9,188,15.11583473533392,0.7344172950437728,1.1304585933685303,0.2981323301792145
