layer,n,mean_dist,mean_cosine,layer_weight_raw,layer_weight_softmax
6,229,12.28847155378375,0.8192157823446016,0.8480633497238159,0.22493687272071838
7,229,11.89254085547555,0.837560935311963,0.8920440077781677,0.2350505143404007
8,229,12.715924296259685,0.8329724773569399,0.9174106121063232,0.24108920991420746
9,229,14.234562400191631,0.7578802479666914,1.132431149482727,0.29892346262931824
