example,dist_before,dist_after,cos_before,cos_after,common_mode_shift_cosine,en_norm_before,en_norm_after,vi_norm_before,vi_norm_after
sample_0000,14.31347370147705,13.598431587219238,0.37615856528282166,0.4020538628101349,-0.010143324732780457,13.384278297424316,13.405304908752441,12.452670097351074,11.628642082214355
sample_0001,8.762747764587402,8.634157180786133,0.8179794549942017,0.8196688890457153,-0.026570450514554977,15.581136703491211,15.626944541931152,14.7455472946167,14.603463172912598
sample_0002,14.179299354553223,13.870624542236328,0.3045255243778229,0.309817910194397,-0.019765712320804596,12.050768852233887,12.101381301879883,12.196887969970703,11.716463088989258
sample_0003,14.470074653625488,13.84262752532959,0.3494550883769989,0.37869054079055786,-0.07585015147924423,12.89261245727539,12.867761611938477,12.759180068969727,12.316390991210938
sample_0004,8.762747764587402,8.634157180786133,0.8179794549942017,0.8196688890457153,-0.026570450514554977,15.581136703491211,15.626944541931152,14.7455472946167,14.603463172912598
sample_0005,13.763404846191406,13.314976692199707,0.4728083312511444,0.47876688838005066,-0.06750562787055969,13.927444458007812,13.92763900756836,13.287652015686035,12.506244659423828
sample_0006,5.662098407745361,5.64024019241333,0.9150869846343994,0.9135837554931641,0.37333470582962036,15.315138816833496,15.386106491088867,14.944782257080078,14.938446998596191
sample_0007,7.7289886474609375,7.805502414703369,0.779437780380249,0.7734745144844055,0.17000600695610046,13.92300033569336,14.0361909866333,13.767939567565918,13.480947494506836
sample_0008,7.573267459869385,7.543789386749268,0.8482763767242432,0.8455960154533386,0.29456257820129395,14.954029083251953,14.85685920715332,14.51003646850586,14.308520317077637
sample_0009,5.837882995605469,6.230248928070068,0.9047164916992188,0.8913620114326477,0.5098022818565369,13.758441925048828,13.957298278808594,14.198481559753418,13.877650260925293
sample_0010,13.121943473815918,12.774476051330566,0.40430405735969543,0.40386855602264404,-0.1989251971244812,12.308521270751953,12.418537139892578,12.098423957824707,11.32486629486084
sample_0011,15.473786354064941,14.827044486999512,0.3741413652896881,0.3710272014141083,0.051963090896606445,14.362136840820312,14.3372220993042,13.621939659118652,12.385621070861816
sample_0012,14.501089096069336,13.912996292114258,0.33799055218696594,0.3444032073020935,-0.011591821908950806,13.381940841674805,13.347681045532227,12.69542121887207,11.762632369995117
sample_0013,6.393301010131836,6.676844596862793,0.8438534736633301,0.8320151567459106,0.1529054492712021,13.203009605407715,13.277948379516602,13.316123008728027,12.950400352478027
sample_0014,9.045324325561523,8.944498062133789,0.7748125791549683,0.7768398523330688,0.09150481224060059,14.626998901367188,14.585735321044922,13.829876899719238,13.812435150146484
sample_0015,14.944755554199219,14.549684524536133,0.2271534651517868,0.2178674340248108,-0.17687539756298065,12.585886001586914,12.668169021606445,11.53105354309082,10.567892074584961
sample_0016,14.37495231628418,14.770291328430176,0.42937135696411133,0.37055104970932007,-0.3318662643432617,13.953910827636719,14.130843162536621,13.264769554138184,12.393195152282715
sample_0017,5.8804426193237305,6.469184875488281,0.8900972604751587,0.8731662034988403,0.6068263649940491,13.686461448669434,13.739246368408203,13.875850677490234,14.01136589050293
sample_0018,12.067200660705566,11.622673988342285,0.4903397560119629,0.5028662085533142,-0.03451887518167496,12.482206344604492,12.384499549865723,12.38545036315918,11.888566970825195
sample_0019,13.643768310546875,12.960360527038574,0.30625271797180176,0.333248496055603,-0.15784096717834473,11.856925010681152,11.839071273803711,11.595979690551758,10.874905586242676
sample_0020,12.261958122253418,11.488154411315918,0.4842698872089386,0.5129062533378601,-0.035997118800878525,12.505451202392578,12.49875259399414,12.284834861755371,11.375011444091797
sample_0021,11.38737964630127,10.890277862548828,0.555192232131958,0.5774903297424316,0.039769843220710754,12.873973846435547,12.85610580444336,13.041858673095703,12.588942527770996
sample_0022,11.771130561828613,11.38689136505127,0.6263114213943481,0.6451594829559326,0.008749281987547874,13.704275131225586,13.809565544128418,13.997383117675781,13.78809928894043
sample_0023,9.464808464050293,9.109570503234863,0.7244106531143188,0.7380561828613281,0.43233123421669006,14.155757904052734,14.337327003479004,13.727394104003906,13.66708755493164
sample_0024,12.692449569702148,12.18700885772705,0.5916492342948914,0.6060209274291992,-0.017546623945236206,14.533116340637207,14.587018966674805,14.233050346374512,13.506047248840332
sample_0025,9.313575744628906,9.29845905303955,0.7340371012687683,0.7313493490219116,0.12767019867897034,13.83268928527832,13.819765090942383,13.423858642578125,13.163586616516113
sample_0026,15.40178108215332,14.758001327514648,0.2719794809818268,0.29988837242126465,-0.016047881916165352,13.34045124053955,13.420717239379883,12.411667823791504,11.756464004516602
sample_0027,6.0410003662109375,5.726973056793213,0.9062488079071045,0.9115201830863953,0.5339990258216858,16.107358932495117,16.308252334594727,15.137861251831055,15.318381309509277
sample_0028,14.957595825195312,14.353856086730957,0.416766494512558,0.43427348136901855,-0.12499567866325378,14.356712341308594,14.403210639953613,13.793879508972168,13.040650367736816
sample_0029,8.198044776916504,7.738729000091553,0.8035995960235596,0.8098999261856079,0.45424747467041016,14.81539535522461,14.983808517456055,14.623589515686035,14.480510711669922
sample_0030,7.298452854156494,7.227755546569824,0.7777434587478638,0.7781592607498169,0.1542671024799347,12.00579833984375,12.045710563659668,12.204392433166504,12.152302742004395
sample_0031,7.824194431304932,7.7974853515625,0.7796966433525085,0.7774155139923096,0.37051746249198914,13.692451477050781,13.804423332214355,13.699211120605469,13.734108924865723
sample_0032,9.082076072692871,8.71647834777832,0.7763383388519287,0.7948622703552246,0.3974919021129608,14.217765808105469,14.360239028930664,13.858551979064941,13.819269180297852
sample_0033,11.536994934082031,10.870017051696777,0.6846283674240112,0.7151116132736206,0.396310031414032,15.04095458984375,15.09019660949707,14.630271911621094,14.558364868164062
sample_0034,7.208919048309326,6.786466598510742,0.8182552456855774,0.8299813270568848,0.3489663600921631,13.698034286499023,13.737353324890137,13.538193702697754,13.624483108520508
sample_0035,8.634779930114746,8.44847583770752,0.7873693108558655,0.7902092933654785,0.22343449294567108,14.509425163269043,14.447131156921387,13.950885772705078,13.418774604797363
sample_0036,7.653233528137207,7.190493583679199,0.8003752827644348,0.8168274164199829,0.386633038520813,13.711742401123047,13.821233749389648,13.012617111206055,13.380008697509766
sample_0037,12.820141792297363,12.483302116394043,0.5215849280357361,0.5273923277854919,0.10043410211801529,13.663905143737793,13.698973655700684,12.82201099395752,12.175296783447266
sample_0038,12.322248458862305,11.56041145324707,0.6352165937423706,0.6677737236022949,0.16716411709785461,15.007854461669922,15.03758430480957,14.185699462890625,13.698680877685547
sample_0039,17.179285049438477,16.554424285888672,0.23145198822021484,0.2552984058856964,-0.23308520019054413,14.964219093322754,15.027816772460938,12.753472328186035,12.040303230285645
sample_0040,9.796761512756348,9.792695999145508,0.7423214912414551,0.7390437722206116,-0.14145760238170624,15.096532821655273,15.14167594909668,13.657929420471191,13.349417686462402
sample_0041,14.489288330078125,14.047231674194336,0.22484487295150757,0.21314765512943268,0.023176060989499092,11.44449520111084,11.42111587524414,11.990402221679688,11.128963470458984
sample_0042,15.102815628051758,14.791006088256836,0.369560182094574,0.36284035444259644,-0.06345909833908081,14.162736892700195,14.080820083618164,13.207863807678223,12.551040649414062
sample_0043,7.718219757080078,7.02332878112793,0.8330127000808716,0.857338547706604,0.43653613328933716,14.641936302185059,14.835241317749023,14.116378784179688,14.351234436035156
sample_0044,6.374541759490967,6.33968448638916,0.8576552867889404,0.8566983938217163,0.11359603703022003,12.963516235351562,13.113649368286133,12.946460723876953,12.653051376342773
sample_0045,13.871644973754883,13.256464958190918,0.3390842378139496,0.35749128460884094,0.03350577875971794,12.28404426574707,12.350074768066406,12.064021110534668,11.259739875793457
sample_0046,6.148210525512695,6.3541154861450195,0.9034135341644287,0.896167516708374,0.4319280683994293,15.670701026916504,15.887542724609375,15.872852325439453,15.789474487304688
sample_0047,13.501521110534668,12.743992805480957,0.27809566259384155,0.3028874397277832,-0.0068048397079110146,11.370152473449707,11.365666389465332,11.333303451538086,10.416379928588867
sample_0048,10.055290222167969,10.249927520751953,0.7222679853439331,0.7166241407394409,0.2096148133277893,14.319372177124023,14.367496490478516,13.949169158935547,14.018824577331543
sample_0049,13.822113990783691,13.308773040771484,0.38541755080223083,0.3972192704677582,0.0013639781391248107,12.755087852478027,12.7794771194458,12.432202339172363,11.718009948730469
